Unnamed: 0,Synergy,Win_Rate,Win_Rate_Without_Card,P-Value
63,Battle Ram,0.7142857142857143,0.5192307692307693,0.44007119247393844
40,Cannon Cart,0.6190476190476191,0.5199138858988159,0.5086284788228403
21,Fisherman,0.575,0.5203915171288744,0.6335534753768334
37,Goblin Cage,0.5466666666666666,0.5225021228417775,0.7053705963997249
29,Minions,0.5294117647058824,0.5220883534136547,0.9315752425430791
101,Inferno Dragon,0.5310734463276836,0.5264951967771925,0.9509797333094371
83,Barbarian Hut,0.6666666666666666,0.5186567164179104,1.0
60,Furnace,0.525974025974026,0.5202552719200888,1.0
106,Goblin Giant,0.5714285714285714,0.5185283924286856,1.0
47,Earthquake,0.5205479452054794,0.5191316146540027,1.0
45,Skeleton Barrel,0.524390243902439,0.5193144722524483,1.0
3,Rascals,0.5217391304347826,0.518607764390897,1.0
107,X-Bow,0.5833333333333334,0.518686599038975,1.0
