Unnamed: 0,Synergy,Win_Rate,Win_Rate_Without_Card,P-Value
0,Mega Minion,0.5793103448275863,0.5379464285714286,0.35765427055567234
42,Hunter,0.6956521739130435,0.5201738050900062,0.36511797578653876
63,Battle Ram,0.6875,0.519159456118665,0.4725475971691574
36,Goblin Cage,0.625,0.5192546583850932,0.561214940972018
31,Bandit,0.57,0.5228161668839635,0.5700414434244677
92,Bowler,0.6129032258064516,0.519650655021834,0.6088940755009056
55,P.E.K.K.A,0.5853658536585366,0.519774011299435,0.6574583987199407
103,Lightning,0.5539358600583091,0.5360185902401239,0.7014448946046172
34,Barbarians,0.6086956521739131,0.5189323401613904,0.76661329679273
9,Lumberjack,0.543046357615894,0.5307807807807807,0.8066214242219022
88,Freeze,0.5882352941176471,0.519375,0.8073081336779863
28,Minions,0.5365853658536586,0.5215089344804765,0.8983687063668607
93,Tesla,0.5185185185185185,0.5183544303797468,1.0
8,Royal Giant,0.5185185185185185,0.5177349097697573,1.0
4,Flying Machine,0.5204081632653061,0.51953125,1.0
102,Goblin Drill,0.6,0.5174953959484346,1.0
90,Three Musketeers,0.6,0.5174953959484346,1.0
50,Elixir Collector,0.5333333333333333,0.5211360634081902,1.0
65,Royal Ghost,0.5294117647058824,0.518125,1.0
43,Electro Spirit,0.5833333333333334,0.5178791615289766,1.0
35,Mighty Miner,0.6666666666666666,0.5178132678132679,1.0
29,Archer Queen,0.5714285714285714,0.5175169022741242,1.0
