Unnamed: 0,Synergy,Win_Rate,Win_Rate_Without_Card,P-Value
64,Battle Ram,0.7272727272727273,0.5153617443012884,0.2151523321696016
0,Mega Minion,0.5698447893569845,0.5280985373364127,0.22842941638083056
4,Flying Machine,0.5700934579439252,0.5166553365057783,0.4927024076754828
29,Minions,0.5501355013550135,0.5223880597014925,0.5064534985769897
90,Three Musketeers,0.5961538461538461,0.5155155155155156,0.5536467217514305
49,Ice Wizard,0.56,0.5161071549677857,0.6703787406647558
28,Cannon,0.5636363636363636,0.5150300601202404,0.7021664138159673
42,Fire Spirit,0.5555555555555556,0.5150703281982585,0.7210403273481363
9,Lumberjack,0.5371329879101899,0.5255060728744939,0.7238486536132004
37,Goblin Cage,0.5862068965517241,0.5145695364238411,0.7920796456728307
61,Furnace,0.5371900826446281,0.5157103825136612,0.7968341533987919
6,Elixir Golem,0.5588235294117647,0.5144278606965174,0.8082846127302935
32,Bandit,0.5309734513274337,0.5153269754768393,0.8940601634483913
44,Electro Spirit,0.5483870967741935,0.5142478462557986,1.0
74,Bomb Tower,0.5294117647058824,0.5138522427440633,1.0
56,P.E.K.K.A,0.5194805194805194,0.5144683714670256,1.0
66,Royal Ghost,0.525,0.5141242937853108,1.0
107,X-Bow,0.5454545454545454,0.5138248847926268,1.0
